형태소,품사,분류,카운트
저,Determiner,2,1
저,Determiner,3,4
저,Determiner,4,5
저,Determiner,5,16
저,Modifier,1,1
저,Modifier,5,3
저,Noun,1,16
저,Noun,2,11
저,Noun,3,6
저,Noun,4,10
저,Noun,5,49
저가,Noun,2,1
저격,Noun,5,1
저기,Noun,5,3
저녁,Noun,1,3
저녁,Noun,2,5
저녁,Noun,3,6
저녁,Noun,4,20
저녁,Noun,5,70
저녁때,Noun,5,2
저녁식사,Noun,5,5
저랬던가,Adjective,4,1
저런,Noun,4,1
저렇게,Adverb,4,1
저렴,Noun,5,4
저렴하게,Adjective,1,2
저렴하게,Adjective,4,5
저렴하게,Adjective,5,13
저렴하고,Adjective,1,1
저렴하고,Adjective,4,2
저렴하고,Adjective,5,7
저렴하구,Adjective,5,1
저렴하기도,Adjective,5,1
저렴하나,Adjective,3,1
저렴하네요,Adjective,5,1
저렴하니,Adjective,3,1
저렴하니,Adjective,4,1
저렴하다,Adjective,5,1
저렴하다러,Adjective,4,1
저렴하면,Adjective,1,1
저렴하면서,Adjective,1,1
저렴하면서,Adjective,5,2
저렴하여,Adjective,5,1
저렴한,Adjective,1,6
저렴한,Adjective,2,2
저렴한,Adjective,3,6
저렴한,Adjective,4,5
저렴한,Adjective,5,26
저렴한,Adjective,8,1
저렴한데,Adjective,5,1
저렴한데서,Adjective,5,1
저렴할,Adjective,2,1
저렴함,Adjective,3,1
저렴함,Adjective,5,2
저렴합니다,Adjective,2,1
저렴합니다,Adjective,5,2
저렴합니다만,Adjective,5,1
저렴해서,Adjective,3,1
저렴해서,Adjective,4,2
저렴해서,Adjective,5,4
저렴해여,Adjective,5,1
저렴히,Adjective,5,1
저리,Noun,5,1
저만,Modifier,1,1
저번,Noun,4,1
저번,Noun,5,2
저서,Noun,5,1
저속,Noun,1,1
저절로,Noun,5,3
저하,Noun,2,1
저학년,Noun,5,2
저희,Modifier,4,1
저희,Modifier,5,9
저희,Noun,1,1
저희,Noun,2,1
저희,Noun,3,2
저희,Noun,4,5
저희,Noun,5,61
적,Noun,1,4
적,Noun,2,4
적,Noun,3,3
적,Noun,4,2
적,Noun,5,4
적,Suffix,1,20
적,Suffix,2,22
적,Suffix,3,45
적,Suffix,4,91
적,Suffix,5,164
적거,Verb,4,1
적격입니,Noun,5,1
적고,Verb,4,1
적극,Noun,4,4
적극,Noun,5,22
적당하게,Adjective,5,1
적당하고,Adjective,5,4
적당하나,Adjective,4,1
적당하다,Adjective,4,1
적당하였음,Adjective,4,1
적당한,Adjective,2,1
적당한,Adjective,3,3
적당한,Adjective,4,4
적당한,Adjective,5,9
적당합니다,Adjective,4,1
적당합니다,Adjective,5,1
적당해서,Adjective,5,1
적당했고,Adjective,5,1
적당했습니다,Adjective,5,2
적당했어요,Adjective,5,1
적당했으며,Adjective,5,1
적당했지만,Adjective,3,1
적당히,Adjective,3,2
적당히,Adjective,4,1
적당히,Adjective,5,3
적더라고요,Verb,4,1
적도,Noun,5,1
적반하장,Noun,4,1
적습니다,Verb,5,1
적시에,Verb,5,1
적어,Verb,1,1
적어,Verb,4,1
적어도,Adverb,2,1
적어도,Adverb,3,1
적어도,Adverb,4,2
적어서,Verb,3,1
적어서,Verb,4,1
적어서,Verb,5,1
적었고,Verb,5,2
적었는데,Verb,5,1
적었다는거여요,Verb,5,1
적용,Noun,3,1
적용,Noun,4,3
적용,Noun,5,4
적으러,Verb,5,1
적으려고,Verb,5,1
적으므로,Verb,5,1
적은,Verb,1,1
적은,Verb,3,1
적은,Verb,4,2
적은,Verb,5,1
적은것,Verb,3,1
적음,Verb,1,1
적음,Verb,5,1
적응,Noun,2,1
적응,Noun,5,1
적응하고있었습니다,Adjective,5,1
적응하기가,Adjective,5,1
적응해서,Adjective,5,2
적이구요,Verb,5,1
적이더군요,Verb,5,1
적이였습니다,Verb,4,1
적이였습니다,Verb,5,1
적인것에,Verb,1,1
적인것은,Verb,5,1
적임,Noun,5,1
적절,Noun,5,1
적절한,Adjective,5,2
적절히,Adjective,5,1
적정,Noun,5,1
적하,Noun,5,1
적합,Noun,5,1
적합하고,Adjective,5,2
적합하다고,Adjective,5,1
적합하지,Adjective,5,2
적합한,Adjective,4,1
적합한,Adjective,5,1
적합함,Adjective,5,1
적합합니다,Adjective,3,1
적합합니다,Adjective,4,1
적합합니다,Adjective,5,1
적합했어요,Adjective,4,1
적혀,Verb,1,1
적혀,Verb,3,1
적혀있길래,Verb,1,1
전,Foreign,1,1
전,Foreign,3,1
전,Foreign,4,1
전,Foreign,5,2
전,Modifier,1,2
전,Modifier,4,7
전,Modifier,5,4
전,Noun,1,8
전,Noun,2,4
전,Noun,3,2
전,Noun,4,13
전,Noun,5,26
전가,Noun,8,1
전경,Noun,4,1
전경,Noun,5,4
전골,Noun,4,1
전공,Noun,4,1
전국,Noun,4,1
전국구,Noun,5,1
전기,Noun,1,1
전기,Noun,4,3
전기,Noun,5,1
전기자동차,Noun,4,1
전기장판,Noun,5,1
전기차,Noun,4,3
전기차,Noun,5,10
전기포트,Noun,3,1
전기포트,Noun,4,1
전날,Noun,1,1
전날,Noun,2,2
전날,Noun,3,1
전날,Noun,4,1
전날,Noun,5,6
전달,Noun,1,3
전달,Noun,2,1
전달,Noun,4,2
전달,Noun,5,3
전담,Noun,5,1
전등,Noun,4,1
전등,Noun,5,1
전망,Noun,1,10
전망,Noun,2,5
전망,Noun,3,11
전망,Noun,4,32
전망,Noun,5,72
전망룸,Noun,2,1
전면,Noun,1,2
전면,Noun,5,1
전무,Noun,4,1
전무합니다,Adjective,4,1
전무후무,Noun,5,1
전문,Noun,3,2
전문,Noun,5,3
전문성,Noun,2,1
전문성,Noun,3,2
전문성,Noun,4,1
전문성,Noun,5,2
전박,Noun,3,1
전반,Noun,1,6
전반,Noun,2,4
전반,Noun,3,13
전반,Noun,4,36
전반,Noun,5,36
전반전,Noun,4,1
전방,Noun,4,1
전보,Noun,4,1
전보,Noun,5,1
전복,Noun,4,2
전복,Noun,5,3
전복죽,Noun,3,1
전복죽,Noun,4,2
전복죽,Noun,5,3
전봇대,Noun,4,1
전부,Noun,1,1
전부,Noun,4,6
전부,Noun,5,9
전세,Noun,5,2
전세계,Noun,1,1
전세계,Noun,4,1
전세계,Noun,5,3
전시관,Noun,4,1
전에,Foreign,5,1
전용,Noun,4,8
전용,Noun,5,2
전원,Noun,1,1
전의,Noun,5,2
전이,Noun,5,2
전일,Noun,1,1
전자,Noun,3,1
전자기기,Noun,1,1
전자레인지,Noun,5,2
전자렌지,Noun,4,1
전제,Noun,4,1
전쯤,Foreign,5,1
전체,Noun,1,4
전체,Noun,2,5
전체,Noun,3,9
전체,Noun,4,23
전체,Noun,5,23
전통,Noun,3,1
전통,Noun,4,3
전통,Noun,5,3
전하,Noun,5,1
전해,Noun,5,1
전해져서,Verb,5,1
전혀,Noun,1,6
전혀,Noun,2,5
전혀,Noun,3,1
전혀,Noun,4,1
전혀,Noun,5,20
전혀,Noun,8,1
전화,Noun,1,21
전화,Noun,2,9
전화,Noun,3,2
전화,Noun,4,5
전화,Noun,5,8
전화기,Noun,1,1
전화기,Noun,2,2
전화기,Noun,5,1
전화하란다,Adjective,1,1
전화하면,Adjective,5,1
전화하셔서,Adjective,5,1
전화함,Adjective,1,1
전화해,Adjective,1,1
전화해,Adjective,4,1
전화해서,Adjective,1,3
전화해서,Adjective,4,1
전화했는데,Adjective,2,1
전화했더니,Adjective,2,1
전환,Noun,4,1
전환,Noun,5,1
절,Noun,5,1
절감,Noun,5,1
절기,Noun,5,2
절대,Noun,1,7
절대,Noun,2,3
절대,Noun,3,3
절대,Noun,4,1
절대,Noun,5,3
절도,Noun,5,1
절로,Noun,3,1
절로,Noun,5,2
절리,Noun,5,1
절물,Noun,4,1
절반,Noun,1,1
절반,Noun,4,1
절벽,Noun,5,2
절실,Noun,1,1
절약,Noun,5,1
절제,Noun,1,1
절차,Noun,5,1
젊고,Adjective,4,1
젊고,Adjective,5,1
젊은,Adjective,3,2
젊은,Adjective,4,2
젊은이,Noun,5,1
젊음,Noun,5,2
점,Noun,1,2
점,Noun,2,2
점,Noun,3,11
점,Noun,4,56
점,Noun,5,62
점검,Noun,1,3
점검,Noun,4,1
점검,Noun,5,3
점도,Noun,3,1
점도,Noun,4,3
점도,Noun,5,7
점등,Noun,5,2
점수,Noun,5,3
점심,Noun,1,1
점심,Noun,2,3
점심,Noun,4,4
점심,Noun,5,7
점심때,Noun,4,1
점심때,Noun,5,1
점원,Noun,1,1
점유,Noun,1,1
점유,Noun,5,1
점점,Noun,3,1
접,Noun,5,3
접근,Noun,4,3
접근,Noun,5,5
접근성,Noun,2,1
접근성,Noun,3,2
접근성,Noun,4,7
접근성,Noun,5,15
접시,Noun,2,1
접시,Noun,5,2
접착제,Noun,5,1
접함,Noun,3,1
접해,Verb,4,1
접해,Verb,5,1
젓,Noun,4,1
젓,Noun,5,1
정,Noun,4,3
정,Noun,5,11
정가,Noun,3,1
정각,Noun,3,1
정갈하게,Adjective,4,1
정갈하게,Adjective,5,1
정갈하고,Adjective,4,1
정갈하고,Adjective,5,2
정갈한,Adjective,5,3
정갈함과,Adjective,5,1
정갈해서,Adjective,4,1
정갈했구요,Adjective,4,1
정감,Noun,5,1
정거장,Noun,3,1
정겨운,Noun,5,1
정기,Noun,5,1
정도,Foreign,1,2
정도,Foreign,2,1
정도,Foreign,3,2
정도,Foreign,4,3
정도,Foreign,5,6
정도,Noun,1,25
정도,Noun,2,8
정도,Noun,3,28
정도,Noun,4,47
정도,Noun,5,93
정도까진,Foreign,4,1
정도는,Foreign,4,1
정도라서,Foreign,5,1
정도를,Foreign,5,1
정도의,Foreign,5,1
정돈,Noun,4,3
정돈,Noun,5,6
정로,Noun,3,1
정류장,Noun,4,2
정류장,Noun,5,4
정리,Noun,1,4
정리,Noun,2,1
정리,Noun,3,2
정리,Noun,4,6
정리,Noun,5,7
정리정돈,Noun,1,1
정리정돈,Noun,5,1
정말,Exclamation,4,2
정말,Exclamation,5,4
정말,Noun,1,22
정말,Noun,2,13
정말,Noun,3,13
정말,Noun,4,44
정말,Noun,5,233
정말,Noun,8,1
정말로,Adverb,5,1
정면,Noun,4,1
정면,Noun,5,2
정문,Noun,3,2
정문,Noun,4,2
정문,Noun,5,4
정보,Noun,1,2
정보,Noun,2,1
정보,Noun,3,1
정보,Noun,4,1
정보,Noun,5,4
정비,Noun,1,1
정비,Noun,2,1
정비,Noun,4,2
정비,Noun,5,2
정상,Noun,3,2
정상,Noun,5,3
정상화,Noun,4,1
정색,Noun,1,2
정서,Noun,2,1
정서,Noun,5,2
정석,Noun,5,1
정성,Noun,5,1
정성스런,Adjective,5,1
정소,Noun,4,1
정수,Noun,1,1
정수기,Noun,3,3
정수기,Noun,4,1
정수기,Noun,5,8
정수리,Noun,4,1
정시,Noun,5,1
정신,Noun,1,2
정신,Noun,2,2
정신,Noun,5,7
정신없이,Adverb,3,1
정신없이,Adverb,5,1
정신차리세요,Adjective,4,1
정연,Noun,5,1
정오,Noun,5,2
정원,Noun,3,7
정원,Noun,4,8
정원,Noun,5,21
정이,Noun,4,1
정이,Noun,5,2
정작,Noun,3,1
정점,Noun,4,1
정정,Noun,2,1
정제,Noun,1,1
정제,Noun,5,1
정중하게,Adjective,5,1
정중하고,Adjective,4,1
정중하고,Adjective,5,1
정중하면서도,Adjective,5,1
정중한,Adjective,5,1
정책,Noun,1,1
정체,Noun,1,1
정해진,Noun,5,1
정형,Noun,5,1
정화조,Noun,4,1
정확하게,Adjective,1,1
정확하게,Adjective,3,1
정확하게,Adjective,5,1
정확하게는,Adjective,4,1
정확한,Adjective,1,1
정확한,Adjective,2,1
정확히,Adjective,5,1
젖먹이,Noun,5,1
젖병,Noun,3,2
젖병,Noun,4,2
젖병,Noun,5,4
젖어,Verb,3,2
젖어,Verb,4,1
젖은,Verb,5,1
제,Modifier,1,6
제,Modifier,2,2
제,Modifier,3,2
제,Modifier,4,17
제,Modifier,5,93
제,Noun,1,15
제,Noun,2,11
제,Noun,3,9
제,Noun,4,8
제,Noun,5,60
제거,Noun,1,1
제거,Noun,3,1
제거,Noun,4,2
제겐,Noun,4,1
제격,Noun,4,1
제격,Noun,5,4
제공,Noun,1,10
제공,Noun,2,6
제공,Noun,3,9
제공,Noun,4,13
제공,Noun,5,44
제과점,Noun,3,1
제기,Noun,1,1
제니퍼,Noun,5,2
제대로,Noun,1,10
제대로,Noun,2,2
제대로,Noun,3,2
제대로,Noun,4,1
제대로,Noun,5,22
제로,Noun,1,1
제반,Noun,5,1
제발,Noun,1,2
제발,Noun,4,1
제방,Noun,3,1
제법,Noun,1,1
제법,Noun,3,1
제법,Noun,5,2
제안,Noun,4,2
제안,Noun,5,1
제어,Noun,4,2
제외,Noun,2,1
제외,Noun,3,2
제외,Noun,4,3
제외,Noun,5,1
제인,Noun,5,1
제일,Noun,1,2
제일,Noun,2,2
제일,Noun,3,1
제일,Noun,4,9
제일,Noun,5,29
제입,Noun,5,1
제재,Noun,1,1
제재,Noun,2,1
제조,Noun,5,1
제주,Noun,1,6
제주,Noun,2,1
제주,Noun,3,6
제주,Noun,4,68
제주,Noun,5,265
제주도,Noun,1,6
제주도,Noun,2,3
제주도,Noun,3,9
제주도,Noun,4,42
제주도,Noun,5,228
제주시,Noun,4,5
제주시,Noun,5,14
제주항공,Noun,4,1
제지,Noun,4,1
제품,Noun,4,2
제품,Noun,5,4
제한,Noun,1,1
제한,Noun,2,1
제한,Noun,3,3
제한,Noun,4,3
제한,Noun,5,4
제휴,Noun,5,1
젠,Noun,3,1
젠,Noun,4,1
젠틀,Noun,5,1
젤,Noun,4,4
젤,Noun,5,3
젤라또,Noun,5,1
젤리,Noun,5,1
젯,Noun,4,1
져,Verb,1,1
져,Verb,3,1
져,Verb,5,1
졌군,Verb,1,1
졌다고,Verb,1,1
졌습니다,Verb,1,1
조,Modifier,1,3
조,Modifier,2,1
조,Modifier,4,7
조,Modifier,5,16
조,Noun,5,1
조,Suffix,2,1
조,Suffix,5,1
조각,Noun,4,2
조개,Noun,4,2
조건,Noun,4,1
조건,Noun,5,3
조경,Noun,2,1
조경,Noun,4,2
조경,Noun,5,5
조경이,Noun,3,1
조경이,Noun,4,1
조경이,Noun,5,2
조그만,Noun,3,1
조그만,Noun,4,2
조그만,Noun,5,4
조금,Noun,1,5
조금,Noun,2,2
조금,Noun,3,15
조금,Noun,4,82
조금,Noun,5,97
조금씩,Adverb,3,1
조금씩,Adverb,4,3
조금씩,Adverb,5,4
조기,Noun,3,2
조기,Noun,5,1
조깅,Noun,5,3
조도,Noun,4,1
조림,Noun,3,1
조만간,Noun,5,7
조명,Noun,1,1
조명,Noun,3,2
조명,Noun,4,10
조명,Noun,5,7
조명도,Noun,3,1
조명등,Noun,5,1
조물,Noun,1,1
조부모,Noun,5,1
조사,Noun,5,1
조삭,Noun,4,1
조성,Noun,1,1
조성,Noun,4,2
조세핀,Noun,5,1
조식,Noun,1,17
조식,Noun,2,9
조식,Noun,3,27
조식,Noun,4,108
조식,Noun,5,243
조심,Noun,5,1
조심스러운,Adjective,4,1
조심스러웠던것,Adjective,5,1
조심하게,Verb,3,1
조심하세요,Verb,5,1
조심해야,Verb,3,1
조심해야,Verb,4,1
조아여,Adjective,5,1
조아요,Adjective,4,1
조아요,Adjective,5,3
조아용,Adjective,5,1
조용하,Adjective,5,1
조용하게,Adjective,4,1
조용하게,Adjective,5,4
조용하고,Adjective,3,2
조용하고,Adjective,4,5
조용하고,Adjective,5,20
조용하구,Adjective,4,1
조용하네요,Adjective,5,1
조용하다,Adjective,3,1
조용하다는,Adjective,5,1
조용하면서,Adjective,5,1
조용하였습니다,Adjective,5,1
조용하지,Adjective,4,1
조용한,Adjective,1,1
조용한,Adjective,4,4
조용한,Adjective,5,15
조용함,Adjective,4,1
조용합니다,Adjective,5,3
조용해,Adjective,5,1
조용해서,Adjective,2,1
조용해서,Adjective,3,1
조용해서,Adjective,4,2
조용해서,Adjective,5,3
조용해요,Adjective,4,2
조용해요,Adjective,5,1
조용해져서,Adjective,5,1
조용했습니다,Adjective,5,1
조용히,Adjective,3,1
조용히,Adjective,4,4
조용히,Adjective,5,6
조용히고,Adjective,5,1
조작,Noun,1,1
조잡하지,Adjective,5,1
조절,Noun,4,1
조절,Noun,5,6
조정,Noun,3,1
조정,Noun,5,2
조차,Josa,1,3
조차,Josa,2,2
조차,Josa,3,1
조차,Josa,5,1
조차,Noun,2,1
조차도,Josa,1,1
조차도,Josa,5,1
조취,Noun,1,1
조취,Noun,4,1
조치,Noun,1,1
조치,Noun,4,2
조치,Noun,5,4
조카,Noun,3,1
조카,Noun,4,3
조카,Noun,5,9
조쿰,Noun,5,1
조합,Noun,5,1
조화,Noun,4,1
조화,Noun,5,1
존,Noun,3,1
존,Noun,4,3
존,Noun,5,12
존맛,Noun,5,1
존재,Noun,2,1
존재,Noun,4,2
존재,Noun,5,1
존함,Noun,5,1
졸았는데,Verb,5,1
졸업여행,Noun,4,1
좀,Noun,1,6
좀,Noun,2,8
좀,Noun,3,18
좀,Noun,4,69
좀,Noun,5,89
좀더,Noun,1,2
좀더,Noun,3,1
좀더,Noun,4,4
좀더,Noun,5,6
좁,Adjective,3,1
좁,Adjective,4,1
좁게,Adjective,4,1
좁게,Adjective,5,2
좁고,Adjective,1,1
좁고,Adjective,2,1
좁고,Adjective,3,2
좁고,Adjective,4,2
좁고,Adjective,5,1
좁긴,Adjective,3,2
좁긴,Adjective,4,1
좁네요,Adjective,4,1
좁다라는,Adjective,5,1
좁더라,Adjective,4,1
좁더라구요,Adjective,4,1
좁아,Adjective,2,1
좁아,Adjective,4,2
좁아서,Adjective,1,1
좁아서,Adjective,4,2
좁아서,Adjective,5,2
좁아요,Adjective,3,2
좁아요,Adjective,4,1
좁았고,Adjective,4,1
좁았다,Adjective,2,1
좁았어요,Adjective,4,1
좁았음,Adjective,1,1
좁았음,Adjective,4,1
좁은,Adjective,1,1
좁은,Adjective,2,4
좁은,Adjective,3,3
좁은,Adjective,4,5
좁은,Adjective,5,4
좁음,Adjective,1,1
좁지,Adjective,3,1
좁지,Adjective,4,1
좁지,Adjective,5,1
좁지도,Adjective,5,1
좁지만,Adjective,5,2
종,Noun,1,1
종,Noun,5,2
종료,Noun,2,1
종료,Noun,3,1
종류,Noun,1,1
종류,Noun,3,1
종류,Noun,4,6
종류,Noun,5,27
종사,Noun,5,1
종소리,Noun,1,1
종업원,Noun,4,1
종용,Noun,5,2
종이,Noun,1,2
종이컵,Noun,3,2
종이컵,Noun,5,1
종일,Noun,1,2
종일,Noun,5,11
종종,Noun,4,1
종편,Noun,5,2
종합,Noun,5,1
좋,Adjective,1,1
좋,Adjective,4,4
좋,Adjective,5,8
좋게,Adjective,1,1
좋게,Adjective,2,1
좋게,Adjective,3,1
좋게,Adjective,4,5
좋게,Adjective,5,32
좋게도,Adjective,5,1
좋겠구요,Adjective,4,1
좋겠네,Adjective,1,1
좋겠네요,Adjective,1,2
좋겠네요,Adjective,4,2
좋겠네요,Adjective,5,4
좋겠다,Adjective,2,1
좋겠다,Adjective,3,1
좋겠다,Adjective,4,1
좋겠다고,Adjective,5,2
좋겠다는,Adjective,5,1
좋겠단,Adjective,4,1
좋겠습니다,Adjective,2,1
좋겠습니다,Adjective,4,1
좋겠습니다,Adjective,5,4
좋겠어서,Adjective,5,1
좋겠어요,Adjective,2,2
좋겠어요,Adjective,4,4
좋겠어요,Adjective,5,5
좋겠음,Adjective,4,2
좋고,Adjective,1,1
좋고,Adjective,3,6
좋고,Adjective,4,49
좋고,Adjective,5,151
좋고요,Adjective,4,1
좋고요,Adjective,5,4
좋구,Adjective,5,12
좋구여,Adjective,5,1
좋구요,Adjective,4,4
좋구요,Adjective,5,16
좋긴,Adjective,2,1
좋나,Adjective,5,1
좋내요,Adjective,5,1
좋네요,Adjective,4,12
좋네요,Adjective,5,65
좋다,Adjective,3,1
좋다,Adjective,4,6
좋다,Adjective,5,9
좋다거나,Adjective,3,1
좋다고,Adjective,2,2
좋다고,Adjective,5,10
좋다고는,Adjective,4,1
좋다고하네요,Adjective,5,1
좋다는,Adjective,4,2
좋다는,Adjective,5,3
좋다던,Adjective,5,1
좋다며,Adjective,5,1
좋다면,Adjective,4,1
좋더군요,Adjective,5,3
좋더라고요,Adjective,5,1
좋더라구요,Adjective,4,1
좋더라구요,Adjective,5,12
좋습니다,Adjective,1,2
좋습니다,Adjective,2,1
좋습니다,Adjective,3,2
좋습니다,Adjective,4,43
좋습니다,Adjective,5,84
좋습디다,Adjective,5,1
좋아,Adjective,1,1
좋아,Adjective,2,1
좋아,Adjective,3,2
좋아,Adjective,4,8
좋아,Adjective,5,20
좋아도,Adjective,5,1
좋아라,Adjective,4,1
좋아서,Adjective,4,10
좋아서,Adjective,5,44
좋아서요,Adjective,5,1
좋아습니다,Adjective,5,1
좋아시네요,Adjective,5,1
좋아었어요,Adjective,5,1
좋아여,Adjective,5,1
좋아요,Adjective,1,1
좋아요,Adjective,2,1
좋아요,Adjective,3,6
좋아요,Adjective,4,49
좋아요,Adjective,5,163
좋아져,Verb,5,1
좋아져요,Verb,5,1
좋아졌고,Verb,5,1
좋아졌더라,Verb,4,1
좋아졌더라구요,Verb,5,1
좋아졌었는데,Verb,3,1
좋아졌지만,Verb,3,1
좋아지겠죠,Verb,3,1
좋아지고,Verb,5,1
좋아지는,Verb,3,1
좋아지는,Verb,4,1
좋아질,Verb,5,1
좋아하고,Adjective,2,1
좋아하고,Adjective,4,1
좋아하고,Adjective,5,5
좋아하구,Adjective,5,1
좋아하구요,Adjective,5,1
좋아하네여,Adjective,5,1
좋아하네요,Adjective,5,8
좋아하는,Adjective,3,1
좋아하는,Adjective,5,20
좋아하는데,Adjective,5,3
좋아하니,Adjective,5,1
좋아하니까,Adjective,4,1
좋아하더라고요,Adjective,5,1
좋아하더라구요,Adjective,5,1
좋아하면,Adjective,5,1
좋아하면서,Adjective,5,1
좋아하세요,Adjective,5,1
좋아하셔서,Adjective,5,3
좋아하셨는데,Adjective,4,1
좋아하셨다,Adjective,5,1
좋아하셨습니다,Adjective,5,1
좋아하셨어요,Adjective,4,1
좋아하셨어요,Adjective,5,1
좋아하시네요,Adjective,4,1
좋아하시는,Adjective,5,3
좋아하신다면,Adjective,4,1
좋아하신다면,Adjective,5,1
좋아하실,Adjective,5,1
좋아하였고,Adjective,5,1
좋아한,Adjective,5,1
좋아한다,Adjective,4,1
좋아한다고,Adjective,5,1
좋아할,Adjective,3,1
좋아할,Adjective,5,3
좋아함,Adjective,4,1
좋아합니다,Adjective,4,1
좋아합니다,Adjective,5,2
좋아해서,Adjective,1,1
좋아해서,Adjective,4,3
좋아해서,Adjective,5,10
좋아해요,Adjective,5,3
좋아했고요,Adjective,4,1
좋아했구요,Adjective,5,2
좋아했던,Adjective,5,2
좋아했습니다,Adjective,4,3
좋아했습니다,Adjective,5,7
좋아했어요,Adjective,4,1
좋아했어요,Adjective,5,4
좋아했음,Adjective,5,1
좋앗습니다,Adjective,5,2
좋앗어여,Adjective,5,1
좋앗어요,Adjective,5,2
좋앗음,Adjective,4,1
좋았,Adjective,4,3
좋았,Adjective,5,4
좋았거든요,Adjective,5,1
좋았겠네,Adjective,1,1
좋았고,Adjective,1,1
좋았고,Adjective,3,1
좋았고,Adjective,4,14
좋았고,Adjective,5,88
좋았고요,Adjective,5,6
좋았구,Adjective,4,1
좋았구,Adjective,5,3
좋았구요,Adjective,3,1
좋았구요,Adjective,4,8
좋았구요,Adjective,5,14
좋았네요,Adjective,3,3
좋았네요,Adjective,4,2
좋았네요,Adjective,5,16
좋았는데,Adjective,1,1
좋았는데,Adjective,2,1
좋았는데,Adjective,3,2
좋았는데,Adjective,4,4
좋았는데,Adjective,5,9
좋았다,Adjective,2,2
좋았다,Adjective,3,2
좋았다,Adjective,4,9
좋았다,Adjective,5,27
좋았다고,Adjective,4,1
좋았다고,Adjective,5,2
좋았다는,Adjective,5,1
좋았다며,Adjective,5,1
좋았답니다,Adjective,4,3
좋았답니다,Adjective,5,2
좋았던,Adjective,3,1
좋았던,Adjective,4,3
좋았던,Adjective,5,19
좋았던거,Adjective,5,3
좋았던건,Adjective,4,1
좋았던건,Adjective,5,6
좋았던걸,Adjective,5,1
좋았던것,Adjective,5,1
좋았던게,Adjective,5,1
좋았던지,Adjective,4,1
좋았슴니,Noun,5,1
좋았습니다,Adjective,1,4
좋았습니다,Adjective,3,8
좋았습니다,Adjective,4,72
좋았습니다,Adjective,5,235
좋았습니다만,Adjective,3,1
좋았아요,Adjective,5,1
좋았어,Adjective,5,1
좋았어도,Adjective,3,1
좋았어서,Adjective,5,2
좋았어여,Adjective,5,1
좋았어요,Adjective,2,2
좋았어요,Adjective,3,4
좋았어요,Adjective,4,63
좋았어요,Adjective,5,180
좋았어용,Adjective,5,2
좋았었다,Adjective,5,1
좋았었어요,Adjective,2,1
좋았으나,Adjective,1,1
좋았으나,Adjective,2,1
좋았으나,Adjective,3,5
좋았으나,Adjective,4,6
좋았으며,Adjective,3,1
좋았으며,Adjective,4,2
좋았으며,Adjective,5,6
좋았을,Adjective,1,1
좋았을,Adjective,3,1
좋았을,Adjective,5,1
좋았을거,Adjective,4,1
좋았을것,Adjective,5,1
좋았을듯,Adjective,5,1
좋았을텐데,Adjective,4,2
좋았을텐데,Adjective,5,3
좋았음,Adjective,2,2
좋았음,Adjective,3,3
좋았음,Adjective,4,11
좋았음,Adjective,5,11
좋았죠,Adjective,5,1
좋았지,Adjective,4,1
좋았지만,Adjective,2,1
좋았지만,Adjective,3,3
좋았지만,Adjective,4,4
좋았지만,Adjective,5,5
좋울것,Adjective,4,1
좋으나,Adjective,1,1
좋으나,Adjective,3,2
좋으나,Adjective,4,6
좋으네요,Adjective,4,4
좋으네요,Adjective,5,3
좋으니,Adjective,5,3
좋으니까,Adjective,5,1
좋으련만,Adjective,5,1
좋으며,Adjective,3,1
좋으며,Adjective,5,2
좋으면,Adjective,4,2
좋으시고,Adjective,5,1
좋으시더라구요,Adjective,4,1
좋으실듯,Adjective,4,1
좋은,Adjective,1,13
좋은,Adjective,2,9
좋은,Adjective,3,27
좋은,Adjective,4,79
좋은,Adjective,5,249
좋은걸,Adjective,4,1
좋은데,Adjective,2,1
좋은데,Adjective,3,3
좋은데,Adjective,4,3
좋은데,Adjective,5,5
좋은지,Adjective,4,1
좋은지,Adjective,5,1
좋을,Adjective,1,3
좋을,Adjective,3,2
좋을,Adjective,4,6
좋을,Adjective,5,17
좋을거,Adjective,3,1
좋을거,Adjective,4,1
좋을거,Adjective,5,6
좋을것,Adjective,2,1
좋을것,Adjective,4,6
좋을것,Adjective,5,11
좋을까,Adjective,5,1
좋을꺼,Adjective,5,2
좋을듯,Adjective,3,2
좋을듯,Adjective,4,2
좋을듯,Adjective,5,7
좋을수가,Adjective,5,1
좋을줏해,Noun,4,1
좋을텐데,Adjective,5,1
좋음,Adjective,1,1
좋음,Adjective,2,1
좋음,Adjective,3,3
좋음,Adjective,4,10
좋음,Adjective,5,23
좋있으며,Adjective,5,1
좋지,Adjective,1,2
좋지,Adjective,2,3
좋지,Adjective,3,3
좋지,Adjective,4,5
좋지,Adjective,5,3
좋지는,Adjective,3,1
좋지도,Adjective,3,1
좋지만,Adjective,1,2
좋지만,Adjective,2,1
좋지만,Adjective,3,1
좋지만,Adjective,4,2
좋지만,Adjective,5,5
좋지못,Adjective,3,1
좋진,Adjective,4,1
좋치,Adjective,5,1
좋치만,Adjective,5,1
좌석,Noun,5,1
죄송스럽고,Adjective,1,1
죄송하다고,Adjective,5,1
죄송하다는,Adjective,1,2
죄송하다는,Adjective,2,1
죄송합니다,Adjective,1,1
죠,Josa,2,2
죠,Josa,4,1
죠,Josa,5,3
