no,nickname,text,score,like,time,hotel,grade,stay
1437,masoma2018,객실에서의 전망은 매우 좋으며 침대는 매우 부드럽습니다. 그곳에서 일하는 사람들은 매우 친절하며 아침 식사 시간을 계획하는 데 도움이되었습니다. 그들의 아침 식사는 매우 간단하며 계란을 직접 튀기 게됩니다. 주변의 모든 목적지와는 거리가 멀기 때문에이 호텔에 숙박하려면 자동차를 렌트해야합니다. 우리는 우리의 평화로운 체류를 매우 즐겼으며 기꺼이 다시 올 것입니다.,5,0,2019.10,까사 데 비발디,3,2019.10
1438,schumin88,"처음에 체크인 할 때부터 기분이 나빴습니다. 호텔시설 설명 하나 없이 그냥 해치우듯이 체크인 하시고. 나중에 다시 프론트가서 호텔에서 공항으로 어떻게 가냐고 물어보니 오시는 길 카드 하나 주시고요. 그분도 어떻게 가는지 모르시더라구요. 찾아봐 주실 생각은 없으신것 같았고요. 태풍 때문에 비행기 문제로 1박을 취소 하게 되었는데, 서류 보내달라고 예약부 직원분은 닦달하듯이 전화 하시고. 비행기 문제도 해결하기 버거워서 사방팔방으로 공항에 여행사에 돌아다니면서 바쁜 와중에 왜 빨리 서류 안보내냐고 이러면 환불 못해준다고.... 차라리 환불 안 받는다 했어요. 돈 몇 푼이 중요한가요? 고객 응대 서비스가 최악이에요. 다시는 안갈거에요.",1,0,2019.10,코업시티호텔 하버뷰,4,2019.10
1439,Han_Lisa,"아침에 날씨가 좋아서 그런지 한라산이 잘 보여서 무척이나 상쾌했습니다. 객실 컨디션도 전체적으로 만족스러웠구요. 근처에 건축학개론으로 유명한 서연의 집 카페가 있습니다. 휴애리자연농원도 가까워서 금방 다녀올 수 있었습니다. 조식도 꽤나 맛은 있었지만, 가짓수가 별로 없어서 아쉬웠습니다. 전체적으로 우수했습니다.",4,20,2019.06,코업시티호텔 하버뷰,4,2019.06
1440,이규훈,방에 벌레가 너무많아요 정말 기분 더러윰.... 다른 호텔들 비슷한 방에 훨씬 저렴한 가격도 많은데 이런 아무것도 없는지역에 묵지 않았으면 좋겠어요 애월 / 성산이 답입니다,2,22,2019.05,코업시티호텔 하버뷰,4,2019.05
1441,Mats O,"몇 가지 기능이 아직 완성되지 않은 새로 지어진 호텔. 우리는 두 명의 성인과 한 명의 자녀 (15 세)로 구성된 가장 저렴한 대안 인 기본 마운틴 뷰 패밀리 룸에 머물 렀습니다. 방에는 퀸 사이즈 침대와 싱글 침대, 소파와 발코니가 있습니다. 욕실은 신선하고 샤워에 많은 양의 온수가있었습니다. 침대는 편안했습니다. 3 개의 목욕 가운이 제공되었습니다. 방 크기는 좋았으며 아마도 평균보다 다소 작았습니다. 우리는 2 인 조식 뷔페가 포함 된 패키지를 예약했습니다 (3 인 조식 옵션은 없었습니다). 아침 식사는 한국식과 서양식 대안으로 정말 좋았습니다. 한국 여행의 다른 호텔과 3 배의 비용이 들었습니다. 호텔은 관광 명소에서 떨어져 있지만 렌터카가있는 경우에는 문제가되지 않습니다. 예산에 민감한 여행자를 위해이 호텔을 적극 권장합니다. 바다로 닳지 않은 매우 깨끗하고 아침 식사 뷔페가 훌륭합니다. 또한 직원들은 매우 친절하고 도움이됩니다.",5,9,2020.02,코업시티호텔 하버뷰,4,2020.02
1442,JackyTanSG,이 호텔은 제주도의 가장 남쪽에 위치하고 있습니다. 도시에서 멀리 떨어져 있으며 항구와 해안 섬의 숨막히는 전경이 있습니다. 아침은 아마도 한국 여행 중 최고 일 것입니다. 방은 넓고 시원한 욕조로 깨끗합니다. 호텔에서의 서비스는 매우 훌륭합니다. 이 호텔은 조용한 제주를 경험하고 싶은 사람에게 가장 적합합니다.,5,72,2019.09,코업시티호텔 하버뷰,4,2019.09
1443,K.I,"시설은 평범한 듯 합니다만, 전체적인 운영시스템이 호텔 같지는 않습니다. 유효 객실이 남아돌아도 좀 더 나은 룸컨디션(예를 들어서 고층이나 좋은 전망룸으로 배정해 주지 않음)으로 배정해 주지 않습니다. 건물이 10층 정도인데..5층 정도 까지는 실질적으로 아무런 전망이 없다고 봐야 합니다. 전망 좋은 방들은 고층인데...엘리베이터 운영비를 줄이려는 건지..제가 머물 때는 5층 이상 배정된 방이 없더군요. 한마디로 너무 수익에 집중하다보니, 고객중심의 서비스 마인드 없습니다.",2,29,2019.07,리시온 호텔,1,2019.07
1444,최영락,방도 너무깔끔하고 위치도편하고 좋네요 다음에 또오겠습니다 다음에 제주도에 방문하게되면 꼭 다시한번 와보고싶습니다 잘쉬다가요~,5,0,2020.10,호텔휘슬락,3,2020.10
1445,아랑214,호텔 외관 로비부터 고급스럽고 침실도 넓어서 잘 편하게 쉬었어요. 동문시장까지 도보로 10분이라 야시장에서 가기도 너무 좋았습니다. 조식도 맛있고 또 오고 싶어요 ^^,5,0,2020.10,호텔휘슬락,3,2020.10
1446,chaewon,"공항,동문시장하고 가까워서 위치적으로 최고 방도 따뜻하고 전망도 좋습니다. 아침일찍 공항 이용하기 좋습니다. 세면도구는 없습니다",4,0,2020.10,호텔휘슬락,3,2020.10
1447,Jung,어린아이가있어서 마지막 공항가기전숙소로 제격입니다 우선 룸컨디션신경쓰였지만 생각보다 깨끗해서 아이에게 만지지말라는 말은 하지않았어요(인형등 아이물품),5,0,2020.10,호텔휘슬락,3,2020.10
1448,Ydg,가격대비 넓고 시설도 지은지 몇년안된거같고?바로 앞에 광장 바다 투썸 서가앤쿡 맥도날드 마트 등등 있네요?마운티뷰는 놀이기구? 때문에 시끄럽다고 들었는데 놀이기구가 없네요 ㅋㅋ,5,0,2020.10,호텔휘슬락,3,2020.10
1449,kim myoungson,휘슬락호텔 너무 좋아요! 공항도 가깝고 주변에 볼거리도 많고 바다경치 끝내주네요!! 건물안에 서가앤쿡도 같이 있고 커피전문점 투썸도 있고 편의점도 가까움!,5,0,2020.10,호텔휘슬락,3,2020.10
1450,지우율빠,제주여행중 제주시 휘슬락호텔에 2박을 묵는데 바다전망쪽 전망이 짱입니다. 그리고 동문시장까지 걸어서 5분정도 갈수 있어서 정말 좋았습니다.,5,0,2020.10,호텔휘슬락,3,2020.10
1451,hwj,위치도 좋고 베란다도 있어요. 욕실이랑 룸이 분리돼서 더 좋아요~ 화장실은 좀 오래돼서 아쉬워요. 그래도 가격대비 만족합니다.,4,0,2020.10,호텔휘슬락,3,2020.10
1452,sanghyun woo,제주공항이랑 가깝고 시설도 노후되지 않아 좋습니다 가격도 저렴하니 좋구요 다만 하나 아쉬운건 방음이 너무 안됩니다 베란다 샷시는 좋은걸 써서 비행기소음은 없는데 복도 및 옆방 방음이 1도 안되 숙면취하는데 어려움이 있었습니다,4,0,2020.10,호텔휘슬락,3,2020.09
1453,여행나그네,"4성급호텔? 이라고 보기에는 넘 관리가 안되네요.후기에는 좋은평가 많은데 이해가 안됨.. 객실에는 벽지에 곰팡이같은 자극 ,욕실에는 곰팡이뿐만아니라 천정에 거미줄에 먼지가 가득 복도 뿐만아니라 객실에도 지저분한 카펫트는 관리를 해야할듯 한데 바다뷰라고는 하는데 바다는 보이지도 않고 건물뒤편에 배만 조금보이는데 바다가 보인다고 안내함",1,1,2020.10,호텔휘슬락,3,2020.09
1454,kirara1052,"여행 계획했을때. 좀 많이 확인하고 의심이 많아서 좀 피곤한스타일이애여~~ㅋㅋ 리뷰알바들이 보이기도해서..다른곳들은 믿을수없었는데.. 이만하면 그가격대 아주 훌륭하다 생각해여” 규모가 생각보다크고 좋아요”세면도구는 쓰시던걸 챙기시거나 별도구입하셔서오셔야해요”면도기도없어요” 기본 샴푸와 핸드워시 바디워시는 있어여”침구는 참 폭신하고 좋았어요” 방음은 조쿰 안되구요”주변에 맛집부터 쇼핑,약국.동문시장이 가까이있어 다니시기에 불편함 없구여, 다만 주차장이 조금 협소한데 조금만 걸으면 야외주차장있어서 그닥 불편하진않았네여~~^^ 좋은 하루 묵었어요”다음에도 다시 찾을 생각있어요”겁나 저렴해여~이가격에 이정도면 굿ㅇㅣ애여” 테라스뷰입니다”6층기준오션뷰",5,0,2020.10,호텔휘슬락,3,2020.09
1455,권예준,9월 30일 연휴첫날 가족과 함께 묵었습니다 저희는 오션뷰 트윈룸에 묵었는데 다른후기들중에 탑동광장에 밤늦게까지 소음이 있단 얘길본탓에 어떨까 궁금하긴했지만 전혀 신경쓸정도는아니었네요 오히려 젊음이느껴지는 여유로움과 밝은기분이 전해져서 기분좋은 정도였어요 룸컨디션은 최상급이었네요 청결도나 침대쿠션감도 대단히만족스러웠구요 무엇보다 데스크직원분들의 친절함에 호텔 들어서는순간부터 여행의피로가 싹풀리는기분이었어요 완전만족합니다 저희 가족은 일년에 몇차례는 제주여행을오는편인데 왜이제야 휘슬락을왔나싶네요 다음부턴 꼭휘슬락을 이용해야겠어요..,5,0,2020.09,호텔휘슬락,3,2020.09
1456,lalaland,방시설은 괜찮음. 주차공간이 너무너무 협소. 객실 많은것 같은데 초 저층줘서 커튼 열고 로비인줄 알았음. 광고와 다르게 호텔 로비뷰. 바다가 코앞이라 예약했는데 바다안보이는줄 알았으면 안왔을듯한 호텔.,3,0,2020.09,호텔휘슬락,3,2020.09
1457,희숙이,"렌트카 안하고 택시랑 버스만 타고 다녔는데 2층에 미니 헬스장도 있고 바로 앞 부둣가에 조깅 트랙이 있어서 좋았습니다. 구글맵에서 저녁 먹을 곳을 찾아보니 관광객 위주의 식당이 많은 와중에 현지 분들이 줄서서 드시는 보쌈 맛집이 있어서 투숙중에 세번이나 식사를 했습니다.(한번은 자리가없어 포장을 했는데 포장도 잘해줍니다) 발코니에 테이블과 의자가 있어서 제주 시내 보면서 포장음식 먹기도 좋습니다.(저는 시티뷰였지만 바다뷰 예약하시면 바닷가가 보여서 좋을것 같네요..) 1회용품 세면용품이전혀 제공되지 않아 칫솔 치약 은 챙겨가야합니다. 불편하지만 환경을 위해서는 필요한 조치 라고 생각합니다. 1층에는 서가앤쿡 과 펍, 투썸플레이스가 있습니다.근처에는 bhq치킨과 김밥천국이 있어 포장해서 혼자 밥 먹기도 좋아요. 재래시장이 가까워서 구경 하기도 좋고 가보진않았지만 근처에 부둣가 수산시장도 있다고 합니다. 서쪽으로는 용두암 및 해변도로, 동쪽으로는 사라봉이 관광지입니다. 택시 타도 되고, 걸어서도 갈수 있습니다. 건강때문에 가급적 걸어다니는데, 부둣가 트랙이 용두암근처까지 이어져서 아침에 조깅삼아 다녀왔습니다. 제주시내 걸어다니기에 딱좋은 입지인 것같아요.",5,0,2020.09,호텔휘슬락,3,2020.09
1458,少僖 村,"엄마랑 뚜벅이 여행으로 이용했습니다. 일단 근처 호텔 들은 내부가 오래된 곳들이 많은데, 휘슬락은 지은지 얼마 안된듯 호텔내부가 너무 깔끔하고 세련되었어요. 침대도 크고 침구도 편안합니다. 주변에는 흑돼지거리, 횟집거리, 대형마트, 편의점, 카페, 김밥집, 치킨집이 있어 식사나 테이크 아웃 하기 아주 편합니다. 걸어서 오분 거리에 시티버스 정류장이 있어서, 혼여나 뚜벅이 하기도 너무 좋습니다. 저는 낮에는 시티버스 코스를 따라 돌고 저녁에는 야밤 버스 투어를 했는데 마지막코스가 호텔근처인 동문시장에서 끝나서 너무 편하고 좋았습니다. 숙소 길건너에 있는 흑돼지거리를 끝까지 걸어가면 제주 최대규모의 재래시장인 동문시장 이 나오는데 분수쇼나 야시장을 즐기고 주전부리 를 포장해서 숙소에서 먹기에 좋습니다. 동문시장 근처 스타벅스에서 제주 한정음료를 사와서 테라스에 앉아 제주 야경을 즐기면서 바닷 바람 맡으며 쑥프라프치노 한잔하니까 너무 분위기 좋더라구요. 작지만 있을거 다 있는 미니 헬스장도 있고, 호텔바로 뒤에 해안 부둣가를끼고 조깅 도 가능합니다. 한기지 옥에 티라면 해안가 공연장이 가까워서 버스킹 등이 있으면 베란다 통해 노랫소리가 들릴수 있어요. 저희는 신경안쓰고 창문 열어놓고 지냈습니다. 공항도 가깝고 뚜벅이 제주여행 하기로는 입지 최고 인것 같습니다. 스탭들도 너무 친절하세요. 잘 쉬다 갑니다!",5,0,2020.09,호텔휘슬락,3,2020.09
1459,yeonjin,"숙소앞에 바닷가 있고 아침에 산책하기 완전 좋아요 숙소 주변이 회,흑돼지 거리라 멀리 갈 필요가 없네요 공항도 가까워서 이동하기에도 편리",4,2,2020.09,호텔휘슬락,3,2020.09
1460,eunseok,1년전 제주도 방문했을때 휘슬락에 대한 좋은기억이 있어서 이번에도 휘슬락을 예약했습니다. 다시 찾을만큼 너무 좋은거 같아요.,5,0,2020.09,호텔휘슬락,3,2020.09
1461,Daegeon,아늑하니 친구들이랑 편안~~하게 즐길수있는 호텔이네요 직원분들도 너무 착합니다.이곳 휘슬락호텔로 놀러오세요~~ 아자아자,5,0,2020.09,호텔휘슬락,3,2020.09
1462,kong,오션뷰로 했는데 바다도 보이 정말 좋아요 중문시장이랑 공항이랑 가까워서 너무~~좋아요. 밤늦게 왔는데 중문야시장 들려서 호텔로 바로 와서 먹었어요. 아침에 서가앤쿡에서 조식도 13000원에 해결. 편합니다ㅎㅎ,5,0,2020.09,호텔휘슬락,3,2020.09
1463,Joo mi,깔끔해요 제일 끝 방을 주셨는데 벽이 있어서 사진에서 보던 오션뷰 느낌이 아니에요 아쉽.. 밤에 도착하니까 주차 공간 부족했어요,4,0,2020.09,호텔휘슬락,3,2020.09
1464,Park,깨끗하고 카운터 직원분들도 친절해요 근처에 편의시설도 가까워서 이용하기 편해요 다음에 제주 공항 근처에 필요하면 이용할것같아요,5,0,2020.09,호텔휘슬락,3,2020.09
1465,SEOMINJI,"깔끔하고 좋아요! 냄새도 안나고 침대가 엄청 크고 푹신합니다:) 둘이 이불로 싸우지않게 이불이 두개라 두사람 다 따듯하다못해 덥다 느껴질 정도로 주무실 수 있습니다! 에어컨은 현관쪽이서 따로 작동시켜야해서 왔다갔다하기 불편한데 냄새안나서 좋았습니당. 머리맡에 불켜는 스위치가있어서 자다가 정수리로 누르지않게 조심해야합니다. 아쉬운점은 샴푸,바디워시, 핸드워시 빼고는 아무것도 없어서 세면도구 전부 챙겨오셔야합니다. 빗도 없어용!! 조식은 1층 서가앤쿡에서 먹을 수 있는데 깔끔한 식단이에요! 운동하시는 분들도 편하게 드실 수 있는 음식들이 많았습니다.",4,0,2020.09,호텔휘슬락,3,2020.09
1466,Gaon,"바닷가 바로 앞에 있어서 산책하기도 좋았구요, 수영장/휘트니스가 있어서 운동하시는분들도 좋을 것 같아요. 침구가 너무너무 편해서 잘 잤습니다!",4,1,2020.09,호텔휘슬락,3,2020.09
1467,형규리,"와이프,딸아이와 함께 여행와서 즐겁게 지내다 갑니다 위치,가격 모두 맘에들어서 제주도오면 자주 방문할것 같아요 발코니도 있어서 밤에 맥주한잔하며 하루 마무리하기 좋네요",5,0,2020.09,호텔휘슬락,3,2020.09
1468,Leejinyoung,"제주에 5박6일 묵었는데 묵었던 숙소 중 가장 마음에 듭니다~~들어오자마자 향도 좋은 향이 나고 룸 컨디션도 매우 좋았어용!!! 비치된 커피도 무려 커피빈,,, 이 가격에 수영장, 헬스장, 1층pub에 근처 놀거리까지ㅜㅜ 다음에 꼭 또 올꺼에요!!!",5,0,2020.09,호텔휘슬락,3,2020.09
1469,Woominwoo,위치가 정말 좋습니다. 객실도 깨끗 하구요 바로 앞에 바다가 보이고 청소년 쉼터는 젊음일 느낄수 있습니다. 휘슬락으로 오세요,5,0,2020.09,호텔휘슬락,3,2020.09
1470,응가둥,공항근처 제주시내에 있는 가성비 좋은 호텔이예요 제주시 내 그리고 항구 근처라서 여기저기 편의시설이용도 좋아요 오션뷰 아니여도 항구뷰도 너무 좋아요.,4,1,2020.09,호텔휘슬락,3,2020.09
1471,iamssam927,출장차 2주간격으로 방문한 제주항 근처의 마음에 꼭 드는 숙소!! 저렴한 가격 대비 깨끗하고~ 침대 괜찮고~~ 방사이즈 괜괜찮고~~~ 수영장 헬스장 부대시설 등등 강추합니다!,5,0,2020.09,호텔휘슬락,3,2020.09
1472,굿굿굿,시누 언니가 예약해주셔서 방문한 호텔 휘슬락!! 기대 이상이네요~ 실외 수영장에서 노는 즐거움은 단연 최고였습니다~~ 숙소도 깔끔하고 직원분들도 다들 친절하셨어요~ 다음에 또 오고 싶습니다!! 잘 쉬다 갑니다^-^,5,0,2020.09,호텔휘슬락,3,2020.09
1473,Tae-Gyu R,위치가 편하고 시설도 깨끗하고 편리합니다. 주변에 마트및 여러 음식점 카폐들이 많아서 동선이 매우 편리합니다. 바로 앞에는 바닷강 공원이 있어 남은 시간 보내기도 좋습니다,4,0,2020.09,호텔휘슬락,3,2020.09
1474,Alisa T,객실은 깔끔하고 비수기에 가서 그런지 가성비가 좋습니다. 공항이랑 가깝고 주변에 음식점도 많아요 다만 아쉬운점은 침대베개뒷편에 전등스위치가 있는데 잘때 조금 움직이면 꺼졌다 켜졌다해서 불편했고. 냉장고의 기능이 안 좋은지 음료를 넣어도 시원해지지 않았어요,4,6,2020.09,호텔휘슬락,3,2020.09
1475,박서무,너무 잘 쉬고갑니다 공항이랑 가깝고 너무 친절하고 룸컨디션도 좋아서 다음에 재방문할 의사가 있습니다 강추드리겠습니다,5,0,2020.09,호텔휘슬락,3,2020.09
1476,뚜니닝,일단 공항근처라 가깝고 동문야시장도 걸어서 7분정도 걸려요 가격도 너무 착하고ㅠ 수영장 이뻐용!! 큰풀은 차가웠지만 미온수풀도잇고 또올게용,5,0,2020.09,호텔휘슬락,3,2020.09
1477,jiyoung,공항에서 가까워서 가볍게 즐기다 가기 좋네요. 방이 깔끔하고 중문이 있어 공간분리되니 좋아요. 수영장 헬스장 이용가능해서 어디 안가도 되겠어요.,4,0,2020.09,호텔휘슬락,3,2020.09
1478,JuneDragon,공항과 가깝고 주변에 먹을곳이 많아 비즈니스로 제주 방문해도 시내이상으로 편리하고.. 바다를 바로 볼수있는 장점 호텔앞에 공원과 조경이 잘되어 있어서 산책하기에도 좋습니다,5,0,2020.09,호텔휘슬락,3,2020.09
1479,Sora,뚜벅이 여행왔는데 버스 정류장도 가까워 위치도 좋고 수영장까지 포함이라 가성비 좋아요! 항구뷰 쪽은 거의 건물밖에 안보여서 아쉬워요,4,0,2020.09,호텔휘슬락,3,2020.09
1480,jung,가족여행 4박5일의 마지막날 휘슬락호텔 일단 공항과가까워서 빨리 비행기 타셔야되시는분들 좋아요..두번째방문인데. .바닷가 부두방면 방이었는데.나름 전망 좋아요 조식도 첫번방문때는 테이크아웃이었는데 오늘은 식사가능 간단하게 조식드실분은 좋아요 침구세트도깨끗.단지 아쉬운건 제주가 전기차가 많은데 이호텔은 한군데밖에 없다는것만..ㅠㅠ 그렇지만 주변에있어서 충전시켜놓고 갔다옴.,4,0,2020.09,호텔휘슬락,3,2020.09
1481,트립왕,깔끔하고 마운틴뷰도 이뻐요. 침대가 편안해서 좋았어요 가성비좋습니다 수영장도 사용해보면 좋았을텐데 아쉽네요 ㅠㅠ,5,0,2020.09,호텔휘슬락,3,2020.09
1482,양기혁,태풍으로 호탤콕했네요 잘쉬고 갑니다~^^,5,0,2020.09,호텔휘슬락,3,2020.09
1483,은아영,머무르기 좋은 호텔인듯 합니다... 동문시장...공항등이 가까워 좋네요... 태풍만 아니었으면 수영장도 이용할 수 있었을텐데 조금 아쉽네요...^^,4,0,2020.09,호텔휘슬락,3,2020.09
1484,hwang seona,도착하자마자 데스크 계신 분도 너무 친절했고 호텔도 예쁘고 방도 예쁩니다ㅠㅠ 에어콘도 너무 잘 나오고 아주 만족스러워요! 다음 제주도 여행때도 휘슬락호텔 이용 하려구용,5,0,2020.08,호텔휘슬락,3,2020.08
1485,lee jaekyoung,수영이 목적인데 태풍이라수여 못했어요 비행시간이 점심때라 마지막날 이용했어요 오전에도착했지만 입실하게 해주셨어요 온돌룸 조금작네요,4,0,2020.08,호텔휘슬락,3,2020.08
1486,lavii2204,7월에 휴가 받아서 제주도행 갔습니다. 호텔휘슬락은 위치가 되게 좋고 옆에 다양한 카페가 많을 뿐만 아니라 쇼핑센터도 있습니다. 또한 제주도공항에서 호텔까지 택시 타면 10분밖에 안 걸립니다. 버스를 타면 20분쯤입니다. 그리고 북쪽에 있는 여행지 다 가까이 있어서 여행하기 편합니다. 호텔 안에 수영장이 있고 뷰가 대단합니다. 호텔 서비스가 아주 만족합니다 제주도 여행을 더 하려고 하면 꼭 다시 가겠습니다!,5,0,2020.08,호텔휘슬락,3,2020.07
1487,이지영,태풍온다고 해서 4시 30분 후 부터 수영장금지 인것 같은데.. 날씨 보면서 금지 하는게 좋을것 같은데 ㅠㅠ 옆 호텔이 부러워요.. 방금 와서 수영장을 이용을 못햇어요..ㅠㅠㅠ수영복 가져왓는데..,2,0,2020.08,호텔휘슬락,3,2020.08
1488,Camel,수영장이 좋아서 다음에 또 이용해야겠습니다 걸어서 10분내로 맛집이며 구경거리도 많고 휴가보내기 더할 나위 없이 좋았습니다 1층에 비치된 레몬워터와 보리차도 참 센스있다고 친구랑 얘기했네요^^,5,0,2020.08,호텔휘슬락,3,2020.08
1489,ara c,"뷰도 너무좋고 방도 안락하고 좋습니다. 공항과 동문시장, 맛집들도 가까이 있고 아이들이놀기 딱 좋은 수영장까지!! 추천합니다!",5,0,2020.08,호텔휘슬락,3,2020.08
1490,Jessica L,위치랑 청결도 너무 좋아요 수영장과 헬스장 이용프리가 메리트입니다 밑에 투썸있고 안의 공간도 좋고 씨뷰입니다 추천추천 담에도 옵니다,5,0,2020.08,호텔휘슬락,3,2020.08
1491,sam,공항인근 가성비가 좋습니다 위치도 정말 좋습니다. 방도 깨끗했구요 근처 맛집도 많고 가장 저렴한 가격에 오션뷰 인것 같습니다,5,0,2020.08,호텔휘슬락,3,2020.08
1492,임유진,말그대로 호텔급은 되는 룸컨디션이였고 직원분들 서비스또한 만족스러웠습니다. 주차관리가 안되어서 그런지 외부차량이 쉽게 주차할수 있는것 같더라구요~ 주차하는데 애먹었습니다. 그리고 수영장은 ... 아동용이랑 따로 운영이 필요할듯니다. 바글바글한걸 떠나서 수질관리 신경쓰셔야합니다,4,0,2020.08,호텔휘슬락,3,2020.08
1493,정용희,늦은 휴가로 오게된 휘슬락 날씨가 좋구 바다뷰가 끝내주네요. 가격 대비 너무 만족스럽네요.공항 근처라 접근성두 좋구요. 다음에두 꼭 다시 올께요^^,5,0,2020.08,호텔휘슬락,3,2020.08
1494,매생이,정말 만족스러웠습니다 공항이랑도 멀지않고 침대도 편하고 최고의 휴가였습니다 다음에도 제주에 온다면 여기서 지내고 싶어요,5,0,2020.08,호텔휘슬락,3,2020.08
1495,재원 장,"여러모로 날씨도 좋고 전망도 좋아서 잘 쉬다가갑니다. 주변에 동문시장, 흑돼지 거리, 제주시내를 둘러보신다면 추천합니다.",5,0,2020.08,호텔휘슬락,3,2020.08
1496,수빈 조,바다뷰가 너무 예쁜 호텔이였습니다 객실상태도 좋습니다 수영장은 사이즈에비해 사람이 많아 사람이 많이 없는 시간대를 잘 보고 가시면좋을것같습니다~,5,0,2020.08,호텔휘슬락,3,2020.08
1497,Kim,위치도 가장좋구 가격도 좋구..편의성접근도 모두 좋아요~ 서비스 친절도 모두 만족합니다. 가성비로..최고인곳~ 제주시 숙소로 강추합니다.,5,0,2020.08,호텔휘슬락,3,2020.08
1498,정우 박,"바다뷰,수영장도 괜찮고 비행기 좋아하시는 분들은 최고입니다. 주변에 동문시장, 흙돼지거리가 있어서 회떠서 호텔앞 바다광장에서 드셔도 좋습니다.",5,2,2020.08,호텔휘슬락,3,2020.08
1499,이명주,수영장 너무 좋고..ㅜ 객실 너무 좋고.. 진짜 최고 다음에 또 오고싶어요 너무 깔끔하고 예쁜데 가성비까지 최고ㅜㅜ 다음엔 남자친구랑 꼭 올게요!!,5,0,2020.08,호텔휘슬락,3,2020.08
1500,Sihyun,"깨끗하고, 이틀 숙박했는데 전반적으로 만족합니다 전망도 너무 좋구 호텔앞에 광장도 있어요 맛집도 걸어서 다닐 수 있고, 공항이랑 가까워 수영하면서 비행기 구경도 잘할 수 있어요^^",5,4,2020.08,호텔휘슬락,3,2020.08
1501,bohwa kim,아이들을 위해 선택한 호텔 수영장도 근처 맛집도 즐비한 최고의 호텔 동문시장. 이마트. 흑돼지거리. 스타벅스 등등 전부 도보로 10분 거리에 있음. 수영장은 1-9시까지 저녁엔 화려한 조명이 들어옴. 바다를 배경으로 한 수영장^^ 아이들 놀기에 최고! 하지만 수질은 조금 아쉬웠음. 호텔내 투썸이 있어서 커피나 케익 먹기 딱 좋음. 바다가 너무 예쁘고. 공항에서 가까워서 렌트없이 택시타도 금방임. 쉼을 얻기위함 가성비 최고호텔. 창문너머 바다를 보며 힐링하기에 딱!! 아이들과 함께라면 굿 초에스,4,0,2020.08,호텔휘슬락,3,2020.08
1502,HYUNSUK K,위치 시설 청결도 전부 좋습니다 제주시 리조트로서 손색없어요 가족 친구 커플 누가와도 만족할만한 수준이에요 적극추천해요,5,0,2020.08,호텔휘슬락,3,2020.08
1503,eunso yi,공항과 가깝고 호텔 근처에 편이시설이 많아서 너무 좋았어요.아이와 함께 호텔내 수영장을 이용할수 있었던게 가장 좋았는데 앞에 바로 바다가보여서 뷰가~그냥~^^ 엄빠도 힐링되는 곳이에요 2박 묶었는데 청소도 깔끔하게 해주셨어요 밤에는 테라스에서 맥주한잔 마시면서 즐거운 시간도 보냈네요,5,0,2020.08,호텔휘슬락,3,2020.08
1504,mrs oh,온돌방이라 뷰가 없다고 해서 벽뷰인가 걱정했는데 그래도 낮은층이긴 하나 정겨운 제주도의 모습이 있네요^^ 제주도 여행 마지막을 여기서 마무리합니다 감사합니다^^,5,0,2020.08,호텔휘슬락,3,2020.08
1505,HDKIM,가족 여행 왔는데 위치와 가격 모두 만족합니다 극성수기 여행치고는 저렴한 금액과 렌트카 반납 후 도보 이용 가능한 관광지와 재래시장이 있어 좋아요 재방문 의사 있습니다,5,0,2020.08,호텔휘슬락,3,2020.08
1506,지우아부지,가성비 좋은 제주 호텔입니다 첫 방에서 화장실 냄세로 조취 부탁드렸는데 밖에 다녀와서는 한결 괜찮아졌네요 다만 오션뷰 방을 요청했는데 항구만 살짝 보이는 방 뷰는 아쉽네,4,0,2020.08,호텔휘슬락,3,2020.08
1507,SH Jeon,위치와 가성비를 모두 잡은 호텔이네요 주위에 음식점 식당 재래시장 등 도보로 다닐곳이 많아 좋습니다 특히 초등아이와 다닐 곳이 많습니다 만족합니다,5,0,2020.08,호텔휘슬락,3,2020.08
1508,쥴스안,"주변에 맛집들이 많아서, 좋아요. 동문시장도 가까워서 걸어갔다 왔구요. 아이가 수영장에서 신나게 놀았어요. 방도 깨끗하고요. 다만 샤워기가 조금 더러웠어요. 세척 부탁드려요.",4,0,2020.08,호텔휘슬락,3,2020.08
1509,Hwang Kyung-ho,딸아이(초1) 수영장 가려고 선택한 제주도 휘슬락호텔 with 패밀리 트윈룸~ 수영장도 아담하고 바다도 보이고 객실도 깨끗한 휘슬락호텔 Good!! 아이들 있는 가족분들 적극 추천합니다. 도심속에 위치해있어서 호텔근처에 편의시설 도보로 갈수도 있어서 더욱 좋아요~^^,4,0,2020.07,호텔휘슬락,3,2020.07
